,Code,Name,Country,Exchange,Currency,Type,Isin,F-Score,PEG ratio,Industry,Sector,Price to Book,Market Cap,50 Day Av,200 Day Av,Profit Margin,Gross Margin
2055,300576.SZ,Shenzhen RongDa Photosensitive Science & Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100002DX7,,,,,,,,,,
2056,300577.SZ,Anhui Korrun Co. Ltd,,SHE,CNY,Common Stock,CNE100002DY5,,,,,,,,,,
2057,300578.SZ,BizConf Telecom Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2058,300579.SZ,Beijing Certificate Authority Co. Ltd,,SHE,CNY,Common Stock,CNE100002DZ2,,,,,,,,,,
2059,300580.SZ,Wuxi Best Precision Machinery Co. Ltd,,SHE,CNY,Common Stock,CNE100002F02,,,,,,,,,,
2060,300581.SZ,Xi'an ChenXi Aviation Technology Corp. Ltd,,SHE,CNY,Common Stock,CNE100002F10,,,,,,,,,,
2061,300582.SZ,Inventronics (Hangzhou) Inc,,SHE,CNY,Common Stock,CNE100002F28,,,,,,,,,,
2062,300583.SZ,Shandong Sito Bio-technology Co. Ltd,,SHE,CNY,Common Stock,CNE100002F36,,,,,,,,,,
2063,300584.SZ,Nanjing Hicin Pharmaceutical Co. Ltd,,SHE,CNY,Common Stock,CNE100002F44,,,,,,,,,,
2064,300585.SZ,NanJing AoLian AE&EA Co.Ltd,,SHE,CNY,Common Stock,CNE100002F51,,,,,,,,,,
2065,300586.SZ,Malion New Materials Co. Ltd,,SHE,CNY,Common Stock,CNE100002F69,,,,,,,,,,
2066,300587.SZ,Zhejiang Tiantie Industry Co. Ltd,,SHE,CNY,Common Stock,CNE100002F77,,,,,,,,,,
2067,300588.SZ,Xinjiang Sailing Information Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100002F85,,,,,,,,,,
2068,300589.SZ,Jianglong Shipbuilding Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2069,300590.SZ,Queclink Wireless Solutions Co. Ltd,,SHE,CNY,Common Stock,CNE100002F93,,,,,,,,,,
2070,300591.SZ,Guangdong Wanlima Industry Co.Ltd,,SHE,CNY,Common Stock,CNE100002FB8,,,,,,,,,,
2071,300592.SZ,Hunan Huakai Cultural and Creative Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2072,300593.SZ,Beijing Xinleineng Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2073,300594.SZ,Shandong Longertek Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2074,300595.SZ,Autek China Inc,,SHE,CNY,Common Stock,,,,,,,,,,,
2075,300596.SZ,Rianlon Corporation,,SHE,CNY,Common Stock,,,,,,,,,,,
2076,300597.SZ,Jilin Jlu Communication Design Institute Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2077,300598.SZ,ArcherMind Technology (Nanjing) Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2078,300599.SZ,Guangdong Xiongsu Technology Group Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2079,300600.SZ,Changshu Guorui Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2080,300601.SZ,Shenzhen Kangtai Biological Products Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2081,300602.SZ,Shenzhen FRD Science & Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2082,300603.SZ,Leon Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2083,300604.SZ,Hangzhou Changchuan Technology Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2084,300605.SZ,Hengfeng Information Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2085,300606.SZ,Dongguan Golden Sun Abrasives Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2086,300607.SZ,Guangdong Topstar Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2087,300608.SZ,Beijing Si-Tech Information Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2088,300609.SZ,Winner Technology Co. Inc,,SHE,CNY,Common Stock,,,,,,,,,,,
2089,300610.SZ,Yangzhou Chenhua New Material Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2090,300611.SZ,Zhejiang Meili High Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2091,300612.SZ,Shunya International Martech (Beijing) Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2092,300613.SZ,Shanghai Fullhan Microelectronics Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2093,300615.SZ,XDC Industries (Shenzhen) Limited,,SHE,CNY,Common Stock,,,,,,,,,,,
2094,300616.SZ,Guangzhou Shangpin Home Collection Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2095,300617.SZ,Jiangsu Ankura Smart Transmission Engineering Technology Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2096,300618.SZ,Nanjing Hanrui Cobalt Co.Ltd,,SHE,CNY,Common Stock,CNE100002PM4,,,,,,,,,,
2097,300619.SZ,Foshan Golden Milky Way Intelligent Equipment Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2098,300620.SZ,Advanced Fiber Resources (Zhuhai) Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2099,300621.SZ,ShenZhen WeiYe Decoration Group Co.LTD,,SHE,CNY,Common Stock,,,,,,,,,,,
2100,300622.SZ,Doctorglasses Chain Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2101,300623.SZ,Jiangsu JieJie Microelectronics Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2102,300624.SZ,Wondershare Technology Group Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2103,300625.SZ,Guangdong PAK Corporation Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2104,300626.SZ,Huarui Electrical Appliance Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2105,300627.SZ,Shanghai Huace Navigation Technology Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2106,300628.SZ,Yealink Network Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100002PC5,,,,,,,,,,
2107,300629.SZ,King-Strong New Material Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2108,300630.SZ,Hainan Poly Pharm. Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2109,300631.SZ,JiangSu JiuWu Hi-Tech Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2110,300632.SZ,Xiamen Guangpu Electronics Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2111,300633.SZ,SonoScape Medical Corp,,SHE,CNY,Common Stock,,,,,,,,,,,
2112,300634.SZ,Richinfo Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2113,300635.SZ,SinoDaan Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2114,300636.SZ,Jiangxi Synergy Pharmaceutical Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2115,300637.SZ,Zhejiang Yangfan New Materials Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2116,300638.SZ,Fibocom Wireless Inc,,SHE,CNY,Common Stock,,,,,,,,,,,
2117,300639.SZ,Guangdong Hybribio Biotech Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2118,300640.SZ,Profit Cultural and Creative Group Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2119,300641.SZ,Jiangsu Zhengdan Chemical Industry Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2120,300642.SZ,Tellgen Corporation,,SHE,CNY,Common Stock,,,,,,,,,,,
2121,300643.SZ,Hamaton Automotive Technology Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2122,300644.SZ,Nanjing Julong Science&Technology Co.LTD,,SHE,CNY,Common Stock,,,,,,,,,,,
2123,300645.SZ,Zhejiang Zhengyuan Zhihui Technology Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2124,300647.SZ,Shenzhen Fluence Technology PLC,,SHE,CNY,Common Stock,,,,,,,,,,,
2125,300648.SZ,Fujian Nebula Electronics Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2126,300649.SZ,Hangzhou Landscape Architecture Design Institute Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2127,300650.SZ,Tecnon (Fujian) Commercial Lighting Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2128,300651.SZ,Jiangsu Jinling Sports Equipment Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2129,300652.SZ,HangZhou Radical Energy Saving Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2130,300653.SZ,Yantai Zhenghai Biotechnology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2131,300654.SZ,Astro-Century Education & Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2132,300655.SZ,Suzhou Crystal Clear Chemical Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2133,300656.SZ,Shenzhen MinDe Electronics Technology Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2134,300657.SZ,XiaMen HongXin Electron-tech Group Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2135,300658.SZ,Xiamen Yanjan New Material Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2136,300659.SZ,Zhongfu Information Inc,,SHE,CNY,Common Stock,,,,,,,,,,,
2137,300660.SZ,Jiangsu Leili Motor Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2138,300661.SZ,SG Micro Corp,,SHE,CNY,Common Stock,,,,,,,,,,,
2139,300662.SZ,Beijing Career International Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2140,300663.SZ,Client Service International Inc,,SHE,CNY,Common Stock,,,,,,,,,,,
2141,300664.SZ,Penyao Environmental Protection Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2142,300665.SZ,Zhuzhou Feilu High-Tech Materials Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2143,300666.SZ,Konfoong Materials International Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2144,300667.SZ,Beijing Beetech Inc,,SHE,CNY,Common Stock,,,,,,,,,,,
2145,300668.SZ,Shenzhen Jiang&Associates Creative Design Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2146,300669.SZ,Hangzhou Huning Elevator Parts Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2147,300670.SZ,Jiangsu Daybright Intelligent Electric Co.LTD,,SHE,CNY,Common Stock,,,,,,,,,,,
2148,300671.SZ,Shenzhen Fine Made Electronics Group Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2149,300672.SZ,Hunan Goke Microelectronics Co.Ltd,,SHE,CNY,Common Stock,CNE100002NQ0,,,,,,,,,,
2150,300673.SZ,Petpal Pet Nutrition Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2151,300674.SZ,Yusys Technologies Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2152,300675.SZ,Shenzhen Institute of Building Research Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2153,300676.SZ,BGI Genomics Co. Ltd,,SHE,CNY,Common Stock,CNE100003449,,,,,,,,,,
2154,300677.SZ,Intco Medical Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2155,300678.SZ,Chengdu Information Technology of The Chinese Academy of Sciences Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2156,300679.SZ,Electric Connector Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2157,300680.SZ,Wuxi Longsheng Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2158,300681.SZ,Zhuhai Enpower Electric Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2159,300682.SZ,Longshine Technology Group Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2160,300683.SZ,Wuhan Hiteck Biological Pharma Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2161,300684.SZ,Jones Tech PLC,,SHE,CNY,Common Stock,,,,,,,,,,,
2162,300685.SZ,Amoy Diagnostics Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2163,300686.SZ,Shenzhen CDL Precision Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2164,300687.SZ,Guangzhou Sie Consulting Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2165,300688.SZ,Dark Horse Technology Group Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2166,300689.SZ,Shenzhen Chengtian Weiye Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2167,300690.SZ,Shandong Shuangyi Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2168,300691.SZ,Union Optech Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2169,300692.SZ,Anhui Zhonghuan Environmental Protection Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2170,300693.SZ,Shenzhen Sinexcel Electric Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2171,300694.SZ,Wuxi Lihu Corporation Limited,,SHE,CNY,Common Stock,,,,,,,,,,,
2172,300695.SZ,Zhejiang Zhaofeng Mechanical and Electronic Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2173,300696.SZ,Chengdu ALD Aviation Manufacturing Corporation,,SHE,CNY,Common Stock,,,,,,,,,,,
2174,300697.SZ,Jiangyin Electrical Alloy Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2175,300698.SZ,Wanma Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2176,300699.SZ,Weihai Guangwei Composites Co. Ltd,,SHE,CNY,Common Stock,CNE1000034T9,,,,,,,,,,
2177,300700.SZ,Changsha DIALINE New Material Sci.&Tech. Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2178,300701.SZ,Senba Sensing Technology Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2179,300702.SZ,Zhejiang Tianyu Pharmaceutical Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2180,300703.SZ,Cre8 Direct (NingBo) Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2181,300705.SZ,Hunan Jiudian Pharmaceutical Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2182,300706.SZ,Fujian Acetron New Materials Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2183,300707.SZ,VT Industrial Technology Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2184,300708.SZ,Focus Lightings Tech Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2185,300709.SZ,Jiangsu Gian Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2186,300710.SZ,Hangzhou Prevail Optoelectronic Equipment Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2187,300711.SZ,GHT Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2188,300712.SZ,Fujian Yongfu Power Engineering Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2189,300713.SZ,Shenzhen Increase Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2190,300715.SZ,Jiangsu Canlon Building Materials Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2191,300716.SZ,Guangdong Guoli Sci & Tech Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2192,300717.SZ,Jiangsu Huaxin New Material Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2193,300718.SZ,Zhejiang Changsheng Sliding Bearings Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2194,300719.SZ,Beijing Andawell Science & Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2195,300720.SZ,Guangdong High Dream Intellectualized Machinery Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2196,300721.SZ,Jiangsu Yida Chemical Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2197,300722.SZ,Jiangxi Xinyu Guoke Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2198,300723.SZ,Yipinhong Pharmaceutical Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2199,300724.SZ,Shenzhen S.C New Energy Technology Corporation,,SHE,CNY,Common Stock,,,,,,,,,,,
2200,300725.SZ,PharmaBlock Sciences (Nanjing) Inc,,SHE,CNY,Common Stock,,,,,,,,,,,
2201,300726.SZ,Zhuzhou Hongda Electronics Corp.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2202,300727.SZ,Ningbo Runhe High-Tech Materials Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2203,300729.SZ,Loctek Ergonomic Technology Corp,,SHE,CNY,Common Stock,,,,,,,,,,,
2204,300730.SZ,Hunan Creator Information Technologies CO. LTD,,SHE,CNY,Common Stock,,,,,,,,,,,
2205,300731.SZ,Shenzhen Cotran New Material Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2206,300732.SZ,Henan Provincial Communications Planning & Design Institute Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2207,300733.SZ,Chengdu Xiling Power Science & Technology Incorporated Company,,SHE,CNY,Common Stock,,,,,,,,,,,
2208,300735.SZ,DBG Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2209,300736.SZ,BYBON Group Company Limited,,SHE,CNY,Common Stock,,,,,,,,,,,
2210,300737.SZ,Keshun Waterproof Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2211,300738.SZ,Guangdong Aofei Data Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2212,300739.SZ,Sunshine Global Circuits Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2213,300740.SZ,SYoung Group Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2214,300741.SZ,Huabao Flavours & Fragrances Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2215,300742.SZ,Nanjing Yueboo Power System Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2216,300743.SZ,Hangzhou Todaytec Digital Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2217,300745.SZ,Shinry Technologies Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2218,300746.SZ,Hanjia Design Group Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2219,300747.SZ,Wuhan Raycus Fiber Laser Technologies Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2220,300748.SZ,JL Mag Rare-Earth Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2221,300749.SZ,Guangdong Topstrong Living Innovation and Integration Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2222,300750.SZ,Contemporary Amperex Technology Co. Limited,,SHE,CNY,Common Stock,,,,,,,,,,,
2223,300751.SZ,Suzhou Maxwell Technologies Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2224,300752.SZ,Shenzhen Longli Technology Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2225,300753.SZ,Jiangsu Apon Medical Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2226,300755.SZ,VATS Liquor Chain Store Management Joint Stock Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2227,300756.SZ,Guangdong Jinma Entertainment Corporation Limited,,SHE,CNY,Common Stock,,,,,,,,,,,
2228,300757.SZ,RoboTechnik Intelligent Technology Co. LTD,,SHE,CNY,Common Stock,,,,,,,,,,,
2229,300758.SZ,Anshan Hifichem Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2230,300759.SZ,Pharmaron Beijing Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2231,300760.SZ,Shenzhen Mindray Bio-Medical Electronics Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2232,300761.SZ,Jiangsu Lihua Animal Husbandry Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2233,300762.SZ,Jushri Technologies Inc,,SHE,CNY,Common Stock,,,,,,,,,,,
2234,300763.SZ,Ginlong Technologies Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2235,300765.SZ,CSPC Innovation Pharmaceutical Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2236,300766.SZ,Merit Interactive Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2237,300767.SZ,QuakeSafe Technologies Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2238,300768.SZ,Hangzhou DPtech Technologies Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2239,300769.SZ,Shenzhen Dynanonic Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2240,300770.SZ,Guangdong South New Media Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2241,300771.SZ,Shenzhen Zhilai Sci and Tech Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2242,300772.SZ,Zhejiang Windey Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2243,300773.SZ,Lakala Payment Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2244,300775.SZ,Xi'an Triangle Defense Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2245,300776.SZ,Wuhan DR Laser Technology Corp.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2246,300777.SZ,Sinofibers Technology Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2247,300778.SZ,Shenzhen New Land Tool Planning & Architectural Design Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2248,300779.SZ,Qingdao Huicheng Environmental Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2249,300780.SZ,Sichuan Dawn Precision Technology Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2250,300781.SZ,Guangdong Insight Brand Marketing Group Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2251,300782.SZ,Maxscend Microelectronics Company Limited,,SHE,CNY,Common Stock,,,,,,,,,,,
2252,300783.SZ,Three Squirrels Inc,,SHE,CNY,Common Stock,,,,,,,,,,,
2253,300785.SZ,Beijing Zhidemai Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2254,300786.SZ,Qingdao Guolin Environmental Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2255,300787.SZ,Anfu CE LINK Limited,,SHE,CNY,Common Stock,,,,,,,,,,,
2256,300788.SZ,Citic Press Corporation,,SHE,CNY,Common Stock,,,,,,,,,,,
2257,300789.SZ,Chengdu Tangyuan Electric Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2258,300790.SZ,DongGuan YuTong Optical Technology Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2259,300791.SZ,Sirio Pharma Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2260,300792.SZ,Hangzhou Onechance Tech Crop,,SHE,CNY,Common Stock,,,,,,,,,,,
2261,300793.SZ,Cosonic Intelligent Technologies Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2262,300795.SZ,Zhejiang Meorient Commerce Exhibition Inc,,SHE,CNY,Common Stock,,,,,,,,,,,
2263,300796.SZ,Shaoxing BSM Chemical Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2264,300797.SZ,NCS Testing Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2265,300798.SZ,JiangSu Jinji Industrial Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2266,300799.SZ,Beijing Zuojiang Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2267,300800.SZ,Lihe Technology (Hunan) Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2268,300801.SZ,Shandong Taihe Water Treatment Technologies Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2269,300802.SZ,Jutze Intelligent Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2270,300803.SZ,Beijing Compass Technology Development Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2271,300805.SZ,Guangdong Brandmax Marketing Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2272,300806.SZ,Jiangsu Sidike New Materials Science & Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2273,300807.SZ,Zhengzhou Tiamaes Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2274,300808.SZ,Guangdong DP Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2275,300809.SZ,Hiecise Precision Equipment Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2276,300810.SZ,Beijing Zhongkehaixun Digital S&T Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2277,300811.SZ,POCO Holding Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2278,300812.SZ,Shenzhen Etmade Automatic Equipment Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2279,300813.SZ,Zhejiang Tailin BioEngineering Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2280,300815.SZ,EIT Environmental Development Group Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2281,300816.SZ,ActBlue Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2282,300817.SZ,Zhejiang Sf Oilless Bearing Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2283,300818.SZ,Naipu Mining Machinery Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2284,300819.SZ,Jiangsu Jujie Microfiber Technology Group Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2285,300820.SZ,Sichuan Injet Electric Stock Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2286,300821.SZ,Shandong Dongyue Organosilicon Materials Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2287,300822.SZ,Shenzhen Bestek Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2288,300823.SZ,Tjk Machinery (Tianjin) Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2289,300824.SZ,Shenzhen Crastal Technology CO.LTD,,SHE,CNY,Common Stock,,,,,,,,,,,
2290,300825.SZ,IAT Automobile Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2291,300826.SZ,NanJing Research Institute of Surveying Mapping & Geotechnical Investigation Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2292,300827.SZ,Sineng Electric Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2293,300828.SZ,Tianjin Ruixin Technology Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2294,300829.SZ,Henan Jindan Lactic Acid Technology Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2295,300830.SZ,JinXianDai Information Industry Co.Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
